"gene","Gn","Gc","Gmax","Gsum","N_term_thread","C_term_thread","ENT.ID","num_zipper_nc","num_loop_contacting_res","num_cross_nearest_neighbors","min_N_prot_depth_left","min_C_prot_depth_right","Travatos_G","Length","Entanglement","Cov_Entanglement","Total_Mutations_n","mean_SASA","disease","Essential","p1","p0","Delta_2RF"
"P17081",0.67969,0.07501,0.67969,0.7547,1,0,1,23,37,21,0.0634146341463414,0,1.255,205,"Yes","No",0,64.2456299571512,"No","Yes",0.11,0.2,-0.09
"P17174",1.06054,1.64139,1.64139,1.71066,1,3,5,49,81,41,0.324455205811138,0.26634382566586,1.953,413,"Yes","No",2,47.0610147894915,"Yes","No",0.782,0.594,0.188
"P17181",0.69547,0.21311,0.69547,0.90858,1,0,4,3,41,27,0.66786355475763,0,1.205,557,"Yes","No",6,78.9288850164632,"Yes","No",0.778,0.256,0.522
"P17213",1.03535,0.7562,1.03535,1.08121,1,1,2,3,41,18,0.0698151950718685,0.478439425051335,1.129,487,"Yes","No",21,56.2502360085421,"Yes","No",0.919,0.642,0.277
"P17252",0.7971,1.23845,1.23845,1.29405,3,2,7,48,84,34,0.510416666666667,0.779761904761905,1.71,672,"Yes","No",2,58.1533238082232,"Yes","No",0.838,0.275,0.563
"P17301",1.09527,0.901,1.09527,1.17456,1,1,8,31,67,29,0.840812870448772,0.473327688399661,1.337,1181,"Yes","No",28,51.6903736521321,"Yes","No",0.97,0.951,0.019
"P17342",0.92643,0.80242,0.92643,1.72885,1,1,0,55,77,47,0.10720887245841,0.33826247689464,1.267,541,"Yes","Yes",6,60.7500322170906,"Yes","No",0.811,0.232,0.579
"P17405",0.89959,0.88465,0.89959,1.06954,1,5,5,54,123,73,0.521394611727417,0.324881141045959,1.456,631,"Yes","Yes",145,50.4297867785832,"Yes","No",0.973,0.987,-0.014
"P17516",0.85228,0.74075,0.85228,0.9377,1,1,3,15,64,25,0.597523219814242,0.501547987616099,1.404,323,"Yes","No",12,44.3188600778947,"Yes","No",0.944,0.575,0.369
"P17538",0.81357,0.81529,0.81529,1.44281,1,1,7,16,91,38,0.608365019011407,0.52851711026616,1.479,263,"Yes","No",6,50.8018820254373,"No","No",0.108,0.53,-0.422
"P17540",0.91975,1.61781,1.61781,1.7355,1,2,3,29,114,45,0.400954653937947,0.229116945107398,1.878,419,"Yes","No",0,54.2487197804487,"No","No",0.136,0.136,0
"P17612",0.78938,0.82847,0.82847,0.96437,1,1,2,32,59,32,0.205128205128205,0.658119658119658,1.312,351,"Yes","No",2,50.7331607288262,"Yes","No",0.853,0.407,0.446
"P17643",1.24474,0.83723,1.24474,1.76544,1,1,3,27,107,31,0.0465549348230912,0.543761638733706,1.586,537,"Yes","No",14,53.6884162848976,"Yes","No",0.951,0.836,0.115
"P17655",1.9174,1.16125,1.9174,1.94776,2,1,8,63,75,41,0.585714285714286,0.742857142857143,2.203,700,"Yes","No",3,50.0019419185714,"Yes","No",0.776,0.207,0.569
"P17658",0.60701,0.10495,0.60701,0.71196,1,0,1,1,22,17,0.0831758034026465,0,0.715,529,"Yes","No",3,83.7190695766352,"Yes","No",0.723,0.105,0.618
"P17706",0.62801,0.00813,0.62801,0.63614,1,0,1,4,38,20,0.272289156626506,0,1.062,415,"Yes","No",3,67.6003219173928,"Yes","No",0.782,0.424,0.358
"P17707",0.8826,0.83678,0.8826,1.71938,1,3,4,34,97,66,0.0389221556886227,0.760479041916168,1.215,334,"Yes","No",0,48.3510771763234,"No","No",0.149,0.302,-0.153
"P17735",1.53675,1.64131,1.64131,1.75832,2,2,5,63,99,40,0.356828193832599,0.286343612334802,1.932,454,"Yes","No",12,55.4432302243744,"Yes","No",0.959,0.624,0.335
"P17752",1.06772,0.78591,1.06772,1.19425,1,1,4,18,37,22,0.718468468468468,0.849099099099099,1.58,444,"Yes","No",4,57.0330677658018,"Yes","No",0.786,0.29,0.496
"P17787",0.60238,0.75946,0.75946,0.84163,1,1,3,1,67,23,0.117529880478088,0.697211155378486,0.877,502,"Yes","No",22,72.4713877387689,"Yes","No",0.957,0.95,0.00700000000000001
"P17812",0.89152,0.8228,0.89152,1.20973,3,1,5,34,99,55,0.509306260575296,0.756345177664975,1.379,591,"Yes","No",1,47.4743154159594,"Yes","Yes",0.749,0.372,0.377
"P17813",1.4767,1.15556,1.4767,2.34522,2,1,6,30,68,37,0.74468085106383,0.516717325227964,1.521,658,"Yes","No",194,66.4408282283222,"Yes","No",0.955,0.945,0.01
"P17844",0.961,1.07328,1.07328,1.7797,1,3,5,29,109,71,0.563517915309446,0.604234527687296,1.288,614,"Yes","No",1,73.9013105518893,"No","Yes",0.084,0.048,0.036
"P17858",0.63834,0.81843,0.81843,0.84501,1,1,9,31,125,28,0.729487179487179,0.666666666666667,1.417,780,"Yes","No",7,40.4245317701487,"Yes","No",0.797,0.298,0.499
"P17900",0.67442,0.10267,0.67442,0.77709,1,0,1,1,33,13,0.450777202072539,0,0.774,193,"Yes","No",10,70.6928513352332,"Yes","No",0.91,0.969,-0.0589999999999999
"P17931",0.76744,0,0.76744,0.76744,1,0,1,1,49,26,0.52,0,0.92,250,"Yes","No",3,79.736956228384,"Yes","No",0.799,0.421,0.378
"P17948",0.16303,0.762,0.762,0.92503,0,1,4,18,47,27,0,0.93423019431988,1.18,1338,"Yes","No",9,75.0968993247549,"Yes","No",0.869,0.41,0.459
"P17980",0.68525,0.60259,0.68525,0.72314,1,1,2,3,48,24,0.5125284738041,0.248291571753986,1.178,439,"Yes","No",5,70.9803994257995,"Yes","Yes",0.854,0.653,0.201
"P17987",0.88722,0.83935,0.88722,1.14957,1,1,5,14,40,26,0.424460431654676,0.451438848920863,1.277,556,"Yes","No",1,53.1121760885468,"Yes","Yes",0.732,0.339,0.393
"P18031",0.62386,0.64582,0.64582,0.82014,1,1,3,4,48,24,0.255172413793103,0.848275862068966,1.057,435,"Yes","No",3,73.0804035237701,"Yes","No",0.811,0.485,0.326
"P18054",0.92814,1.05672,1.05672,1.55561,1,3,4,52,149,63,0.544494720965309,0.197586726998492,2.273,663,"Yes","No",10,41.6133161929201,"Yes","No",0.903,0.315,0.588
"P18074",1.02466,0.88719,1.02466,1.73488,1,3,9,37,120,53,0.703947368421053,0.748684210526316,1.462,760,"Yes","No",32,45.0785372207211,"Yes","Yes",0.979,0.972,0.00700000000000001
"P18075",0.71077,1.11297,1.11297,1.12519,1,1,4,19,64,27,0.440835266821346,0.433874709976798,1.525,431,"Yes","No",5,74.2285381891415,"Yes","No",0.803,0.821,-0.0179999999999999
"P18077",0.80142,0,0.80142,0.80142,1,0,1,2,29,20,0.427272727272727,0,0.977,110,"Yes","No",4,71.1890538936909,"Yes","Yes",0.798,0.905,-0.107
"P18084",0.8601,0.73525,0.8601,1.02099,1,1,4,16,57,37,0.176470588235294,0.699624530663329,1.112,799,"Yes","Yes",4,64.2247041711089,"Yes","No",0.795,0.222,0.573
"P18085",0.71448,0.26672,0.71448,0.9812,1,0,1,25,41,25,0.122222222222222,0,1.147,180,"Yes","No",0,57.1733662682778,"No","Yes",0.076,0.424,-0.348
"P18089",0.70074,0.18834,0.70074,0.88908,1,0,1,1,58,24,0.237777777777778,0,0.757,450,"Yes","No",5,82.0710479441111,"Yes","No",0.785,0.275,0.51
"P18124",0.76174,0.04122,0.76174,0.80296,1,0,2,33,32,24,0.641129032258065,0,1.162,248,"Yes","No",1,75.0312780960081,"No","Yes",0.133,0.299,-0.166
"P18428",0.852,0.72619,0.852,0.92245,1,1,2,4,45,21,0.0582120582120582,0.488565488565489,1.097,481,"Yes","No",18,54.3751201278087,"Yes","No",0.962,0.719,0.243
"P18433",0.7053,0.68841,0.7053,0.90669,1,1,4,8,58,29,0.78428927680798,0.452618453865337,1.085,802,"Yes","No",1,67.6219674536958,"Yes","No",0.714,0.303,0.411
"P18440",0.82684,0.74677,0.82684,1.56064,1,1,5,12,55,31,0.317241379310345,0.775862068965517,1.524,290,"Yes","No",5,45.4000771473448,"Yes","No",0.863,0.499,0.364
"P18505",0.66455,0.79787,0.79787,0.91801,1,1,3,4,66,27,0.135021097046413,0.666666666666667,0.927,474,"Yes","No",8,78.0755646105696,"Yes","No",0.952,0.609,0.343
"P18507",0.108,0.81279,0.81279,0.92079,0,1,2,4,66,25,0,0.606315789473684,0.977,467,"Yes","No",45,79.0489566840171,"Yes","No",0.988,0.989,-0.001
"P18510",0.82401,0.06654,0.82401,0.86762,1,0,2,20,32,24,0.519774011299435,0,1.112,177,"Yes","No",2,71.7866257946102,"Yes","No",0.746,0.277,0.469
"P18564",0.91197,0.84396,0.91197,1.58488,1,1,5,21,69,37,0.49238578680203,0.704314720812183,1.294,788,"Yes","Yes",12,61.4444471970964,"Yes","No",0.889,0.499,0.39
"P18577",0.68684,0.11017,0.68684,0.79701,1,0,1,3,55,19,0.431654676258993,0,0.817,417,"Yes","No",12,51.8016859228297,"No","No",0.284,0.621,-0.337
"P18621",0.11558,0.89037,0.89037,1.00595,0,1,2,8,21,26,0,0.565217391304348,1.035,184,"Yes","No",0,76.23489710375,"No","Yes",0.122,0.067,0.055
"P18627",0.74389,0.10558,0.74389,0.84947,1,0,2,2,31,18,0.386666666666667,0,0.856,525,"Yes","No",7,80.0213142853143,"No","No",0.199,0.58,-0.381
"P18669",0.72121,0.61703,0.72121,0.8212,1,1,3,10,47,28,0.224409448818898,0.271653543307087,1.15,254,"Yes","No",1,48.6528669929764,"Yes","Yes",0.755,0.655,0.1
"P18754",0.93165,0.12516,0.93165,1.05681,1,0,1,17,42,27,0.0902612826603325,0,1.091,421,"Yes","No",6,48.1413527176627,"No","Yes",0.184,0.671,-0.487
"P18858",1.17009,0.98587,1.17009,2.15412,3,3,10,40,115,49,0.829162132752992,0.529923830250272,1.5,919,"Yes","No",20,72.6727797013449,"Yes","No",0.902,0.832,0.0700000000000001
"P19021",1.6536,1.19653,1.6536,2.36314,2,5,7,40,113,69,0.530318602261048,0.676258992805755,2.121,973,"Yes","Yes",7,75.6933417063474,"Yes","No",0.839,0.168,0.671
"P19086",0.64766,0.7417,0.7417,0.77629,1,1,3,18,47,27,0.104225352112676,0.498591549295775,1.242,355,"Yes","No",0,55.4946746181859,"Yes","No",0.697,0.07,0.627
"P19087",0.62943,0.02165,0.62943,0.65108,1,0,1,16,43,23,0.104519774011299,0,1.215,354,"Yes","No",8,54.5401526247175,"Yes","No",0.922,0.214,0.708
"P19099",0.25486,0.75237,0.75237,0.9254,0,3,3,14,120,48,0,0.385685884691849,1.102,503,"Yes","No",34,52.0700662856183,"Yes","No",0.988,0.922,0.0659999999999999
"P19113",1.08134,1.19025,1.19025,1.40567,1,2,5,49,108,41,0.282477341389728,0.478851963746224,1.931,662,"Yes","No",7,71.9083894307069,"Yes","No",0.819,0.565,0.254
"P19174",1.02682,1.07429,1.07429,1.18677,1,3,13,54,192,53,0.86046511627907,0.771317829457364,1.714,1290,"Yes","No",4,58.5171122555116,"Yes","No",0.763,0.351,0.412
"P19224",0.84115,1.02757,1.02757,1.43982,1,1,4,30,95,29,0.565789473684211,0.330827067669173,1.337,532,"Yes","No",16,55.1738078901429,"Yes","No",0.956,0.802,0.154
"P19256",0.01745,0.70929,0.70929,0.72674,0,1,1,1,24,23,0,0.536,0.715,250,"Yes","No",5,75.10459845788,"No","No",0.195,0.325,-0.13
"P19320",0.7072,0.0881,0.7072,0.7953,1,0,2,1,26,20,0.740189445196211,0,0.748,739,"Yes","No",4,65.1440159488363,"Yes","No",0.778,0.309,0.469
"P19367",1.97492,1.51282,1.97492,2.28802,4,2,7,130,159,48,0.749182115594329,0.507088331515812,2.351,917,"Yes","No",18,43.2808644403621,"Yes","No",0.962,0.935,0.0269999999999999
"P19387",0.8275,0.78427,0.8275,0.90802,1,1,2,13,35,24,0.167272727272727,0.152727272727273,1.192,275,"Yes","No",2,66.9270887777891,"No","Yes",0.104,0.294,-0.19
"P19388",0.01192,0.64109,0.64109,0.65301,0,1,1,10,17,19,0,0.0952380952380952,0.881,210,"Yes","No",1,63.333945936619,"No","Yes",0.106,0.287,-0.181
"P19404",0.89609,0.14576,0.89609,1.04185,1,0,1,25,36,24,0.534136546184739,0,1.061,249,"Yes","No",6,71.2101708886345,"Yes","No",0.886,0.44,0.446
"P19440",0.68823,0.6328,0.68823,1.29574,1,1,4,113,129,51,0.655536028119508,0.203866432337434,1.232,569,"Yes","No",11,40.0136565238524,"Yes","No",0.845,0.585,0.26
"P19447",1.20755,0.91348,1.20755,1.81098,3,3,7,52,134,58,0.650895140664962,0.851662404092072,1.518,782,"Yes","No",9,62.6848317277033,"Yes","Yes",0.769,0.831,-0.0619999999999999
"P19474",0.75382,0.91068,0.91068,1.07603,1,1,3,24,58,29,0.728421052631579,0.0694736842105263,1.293,475,"Yes","No",4,68.3855108847284,"No","No",0.046,0.636,-0.59
"P19525",0.14575,0.73817,0.73817,0.88392,0,1,1,31,40,27,0,0.337568058076225,1.317,551,"Yes","No",16,73.033300890853,"Yes","No",0.957,0.589,0.368
"P19526",0.95358,1.17831,1.17831,1.89944,3,1,5,56,68,39,0.589041095890411,0.556164383561644,1.38,365,"Yes","No",5,58.3068673526575,"No","No",0.237,0.262,-0.025
"P19623",0.66767,0.99411,0.99411,1.00846,1,1,2,19,59,26,0.321192052980132,0.175496688741722,1.365,302,"Yes","No",1,44.8155411033642,"No","No",0.13,0.404,-0.274
"P19652",0.79391,0.07377,0.79391,0.86768,3,0,2,19,51,39,0.233830845771144,0,0.984,201,"Yes","No",5,65.4195317676119,"No","No",0.229,0.79,-0.561
"P19784",0.66216,0.70244,0.70244,0.85351,1,1,2,19,48,25,0.714285714285714,0.677142857142857,1.068,350,"Yes","No",0,52.8165923807943,"Yes","No",0.803,0.297,0.506
"P19793",0.06679,0.71285,0.71285,0.77964,0,1,1,5,25,16,0,0.593073593073593,0.908,462,"Yes","No",1,81.748841182619,"Yes","No",0.932,0.47,0.462
"P19801",1.62517,2.06507,2.06507,2.14216,2,3,10,72,156,55,0.832223701731025,0.44474034620506,2.389,751,"Yes","No",9,49.5224517901784,"Yes","No",0.858,0.461,0.397
"P19823",1.01515,1.1044,1.1044,2.09168,3,3,12,56,159,48,0.769556025369979,0.805496828752643,1.872,946,"Yes","No",6,53.7129018118309,"No","No",0.132,0.411,-0.279
"P19827",1.0897,0.88723,1.0897,1.68097,3,3,12,72,139,55,0.766190998902305,0.714599341383096,1.906,911,"Yes","No",8,51.4267040797563,"Yes","No",0.836,0.558,0.278
"P19838",0.67531,0.35379,0.67531,1.0291,1,0,3,7,62,28,0.291322314049587,0,1.058,968,"Yes","No",21,76.7595742153223,"Yes","No",0.954,0.708,0.246
"P19875",0.01834,0.71252,0.71252,0.73086,0,1,1,7,19,12,0,0.205607476635514,0.915,107,"Yes","No",2,91.7075705401869,"Yes","No",0.854,0.355,0.499
"P19876",0.01158,0.70221,0.70221,0.71379,0,1,1,6,19,12,0,0.205607476635514,0.908,107,"Yes","No",1,90.7097229242991,"No","No",0.299,0.187,0.112
"P19878",0.73309,0.88872,0.88872,1.02201,1,1,5,2,26,21,0.878326996197719,0.452471482889734,0.938,526,"Yes","No",17,79.8754160113878,"Yes","No",0.89,0.862,0.028
"P19883",0.66228,0.04489,0.66228,0.6709,1,0,2,2,22,20,0.822674418604651,0,1.249,344,"Yes","Yes",3,77.4268256992442,"Yes","No",0.765,0.189,0.576
"P19961",1.08444,0.63158,1.08444,1.25874,1,1,3,19,60,28,0.908023483365949,0.0136986301369863,1.6,511,"Yes","Yes",5,38.7678060649746,"No","NT",0.118,0.225,-0.107
"P19971",1.17208,1.05757,1.17208,1.75379,3,1,6,49,106,44,0.802904564315353,0.616182572614108,1.272,482,"Yes","No",51,45.87812678139,"Yes","No",0.969,0.824,0.145
"P20020",1.02161,0.78111,1.02161,1.13376,1,1,9,26,132,31,0.502459016393443,0.776229508196721,1.615,1220,"Yes","No",11,64.5583463516934,"Yes","No",0.873,0.611,0.262
"P20036",0.62125,0.23301,0.62125,0.85426,1,0,1,1,46,17,0.165384615384615,0,0.761,260,"Yes","No",8,77.4516067374615,"Yes","No",0.905,0.449,0.456
"P20061",1.28385,0.26827,1.28385,1.46218,2,0,2,18,85,27,0.0946882217090069,0,1.699,433,"Yes","Yes",9,52.5257508722079,"No","No",0.251,0.601,-0.35
"P20062",1.19362,0.02747,1.19362,1.22109,1,0,2,22,71,23,0.782201405152225,0,1.96,427,"Yes","Yes",19,54.2292249339251,"Yes","No",0.941,0.85,0.091
"P20132",0.9792,0.7618,0.9792,1.00331,1,1,5,15,59,25,0.591463414634146,0.0823170731707317,1.242,328,"Yes","No",2,45.3551622322866,"No","No",0.147,0.715,-0.568
"P20142",0.96448,1.48613,1.48613,1.61764,1,3,5,45,69,49,0.724226804123711,0.538659793814433,1.859,388,"Yes","No",3,45.1649648285464,"No","No",0.141,0.41,-0.269
"P20151",0.69819,0.82811,0.82811,1.41815,1,1,7,10,91,30,0.206896551724138,0.528735632183908,1.924,261,"Yes","No",5,53.8019286039464,"No","No",0.139,0.241,-0.102
"P20155",0.69775,0,0.69775,0.69775,1,0,1,2,20,16,0.607142857142857,0,0.99,84,"Yes","No",0,83.6201619166667,"Yes","No",0.695,0.057,0.638
"P20160",0.80985,0.7058,0.80985,1.4212,1,1,5,6,82,28,0.617529880478088,0.159362549800797,1.312,251,"Yes","No",1,57.3512711795618,"No","No",0.06,0.372,-0.312
"P20231",0.83064,0.90222,0.90222,1.38432,1,3,7,14,89,45,0.229090909090909,0.545454545454545,2.012,275,"Yes","No",12,56.2475156301455,"No","NT",0.216,0.785,-0.569
"P20273",0.83274,0.16631,0.83274,0.99905,1,0,2,9,49,20,0.0684769775678866,0,0.898,847,"Yes","No",12,73.3345577012349,"Yes","No",0.862,0.618,0.244
"P20336",0.67102,0.07118,0.67102,0.7422,1,0,1,23,46,24,0.118181818181818,0,1.27,220,"Yes","No",0,68.0349436051182,"No","No",0.039,0.312,-0.273
"P20337",0.67944,0.06672,0.67944,0.74616,1,0,1,21,44,24,0.118721461187215,0,1.266,219,"Yes","No",0,67.8624060156164,"No","No",0.035,0.264,-0.229
"P20338",0.72085,0.73316,0.73316,0.96915,1,1,2,27,52,25,0.0779816513761468,0.706422018348624,1.272,218,"Yes","No",0,59.6271143350459,"No","No",0.055,0.05,0.005
"P20339",0.73416,0.20681,0.73416,0.94097,1,0,1,31,51,26,0.111627906976744,0,1.272,215,"Yes","No",0,69.472621374707,"No","No",0.111,0.175,-0.064
"P20340",0.71989,0.23686,0.71989,0.95675,1,0,1,20,48,27,0.0817307692307692,0,1.231,208,"Yes","No",1,68.5353350312981,"No","No",0.042,0.103,-0.061
"P20585",0.90909,0.86957,0.90909,1.56377,3,1,7,78,115,52,0.905892700087951,0.314863676341249,1.312,1137,"Yes","No",20,67.4576333611222,"Yes","No",0.894,0.814,0.0800000000000001
"P20591",1.14356,0.92994,1.14356,1.28665,1,1,3,35,60,25,0.164652567975831,0.74773413897281,1.411,662,"Yes","No",3,61.0460149103807,"Yes","No",0.767,0.397,0.37
"P20592",1.20168,0.94328,1.20168,1.32327,1,1,3,32,65,23,0.219580419580419,0.700699300699301,1.679,715,"Yes","No",5,69.9163320001846,"No","No",0.13,0.3,-0.17
"P20594",0.76156,0.88507,0.88507,1.50475,1,1,6,53,82,40,0.821394460362942,0.680993314231137,1.233,1047,"Yes","No",34,57.1621510334059,"Yes","No",0.967,0.922,0.0449999999999999
"P20618",0.63387,0.05886,0.63387,0.69273,1,0,1,18,37,19,0.170124481327801,0,1.011,241,"Yes","No",3,62.4102488157095,"Yes","Yes",0.817,0.423,0.394
"P20645",0.08321,0.82741,0.82741,0.91062,0,1,1,22,43,18,0,0.371841155234657,1.019,277,"Yes","No",0,77.0867319440794,"Yes","No",0.727,0.102,0.625
"P20648",1.40868,1.19568,1.40868,2.60436,1,1,10,30,152,46,0.424154589371981,0.811594202898551,1.82,1035,"Yes","No",7,46.7009591337952,"No","No",0.093,0.229,-0.136
"P20701",0.86683,0.84302,0.86683,0.97764,1,1,6,17,56,36,0.706837606837607,0.5,1.397,1170,"Yes","Yes",11,56.6460706885949,"Yes","No",0.856,0.675,0.181
"P20702",1.02289,0.83781,1.02289,1.15888,1,1,9,21,60,36,0.837489251934652,0.494411006018917,1.277,1163,"Yes","No",12,54.5847121801221,"Yes","No",0.818,0.657,0.161
"P20711",1.09839,1.17056,1.17056,1.26881,1,2,6,51,108,42,0.385416666666667,0.8625,1.913,480,"Yes","No",40,46.4891386105792,"Yes","No",0.972,0.812,0.16
"P20718",0.77448,0.86901,0.86901,1.42144,1,1,6,6,88,30,0.215447154471545,0.544715447154472,1.801,246,"Yes","No",4,57.3048657756992,"No","No",0.134,0.23,-0.096
"P20783",0.10645,0.91371,0.91371,1.02016,0,1,1,22,36,17,0,0.0544747081712062,1.311,257,"Yes","No",1,96.3377958568093,"Yes","No",0.801,0.098,0.703
"P20807",1.91856,1.47553,1.91856,2.27805,2,2,8,70,119,45,0.588306942752741,0.751522533495737,2.184,821,"Yes","No",107,59.5062512497052,"Yes","No",0.974,0.983,-0.00900000000000001
"P20809",0.92792,0.96427,0.96427,1.11991,1,1,2,35,46,17,0.522613065326633,0.130653266331658,1.204,199,"Yes","No",3,66.4031416714372,"Yes","No",0.875,0.534,0.341
"P20813",0.12264,0.67658,0.67658,0.79922,0,3,2,27,113,50,0,0.209775967413442,1.025,491,"Yes","No",8,47.28808549989,"Yes","No",0.759,0.36,0.399
"P20815",0.61383,0.83393,0.83393,0.93186,1,3,6,33,116,54,0.205179282868526,0.402390438247012,1.099,502,"Yes","No",4,48.3077410907968,"Yes","No",0.885,0.312,0.573
"P20839",1.15518,0.78106,1.15518,1.15518,1,3,6,20,85,46,0.634241245136187,0.0836575875486381,1.546,514,"Yes","No",0,48.7035029368327,"Yes","No",0.814,0.14,0.674
"P20848",0.90762,1.87304,1.87304,2.2495,1,2,4,22,101,32,0.339667458432304,0.140142517814727,2.123,420,"Yes","No",0,57.9074095711333,"No","NT",0.137,0.086,0.051
"P20853",0.10774,0.68632,0.68632,0.7903,0,3,2,33,115,48,0,0.208502024291498,1.113,494,"Yes","No",23,45.9232609203239,"No","No",0.301,0.866,-0.565
"P20916",0.73135,0.10078,0.73135,0.83213,1,0,1,3,42,19,0.0463258785942492,0,1.028,626,"Yes","No",13,72.1845000327029,"Yes","No",0.908,0.748,0.16
"P20933",0.63708,0.42546,0.63708,1.06254,1,0,2,3,61,27,0.225433526011561,0,0.91,346,"Yes","No",24,50.3656652566994,"Yes","No",0.97,0.943,0.027
"P20936",1.06499,1.03578,1.06499,2.10077,1,1,8,19,112,50,0.586437440305635,0.468003820439351,1.232,1047,"Yes","No",26,63.7670359802751,"Yes","No",0.944,0.803,0.141
"P20941",0.72234,0.67578,0.72234,0.84108,1,1,2,29,41,26,0.569105691056911,0.313008130081301,1.177,246,"Yes","No",0,75.9602198763008,"No","No",0.045,0.025,0.02
"P21108",0.74088,0.26935,0.74088,1.01023,1,0,1,5,36,20,0.525157232704403,0,1.053,318,"Yes","No",3,48.4387994053962,"No","No",0.111,0.394,-0.283
"P21217",0.74915,0.89573,0.89573,1.30338,1,1,2,27,82,20,0.534626038781163,0.0941828254847645,1.393,361,"Yes","Yes",9,61.9749328012355,"No","No",0.176,0.764,-0.588
"P21266",0.68872,0.04179,0.68872,0.73051,1,0,1,35,35,22,0.0444444444444444,0,1.088,225,"Yes","No",1,55.0559853772889,"Yes","No",0.749,0.085,0.664
"P21281",1.09368,0.88943,1.09368,1.81234,3,3,7,33,119,63,0.373776908023483,0.778864970645793,1.331,511,"Yes","No",15,51.6533107069433,"Yes","Yes",0.954,0.91,0.0439999999999999
"P21283",0.89194,0.81502,0.89194,0.98217,1,1,4,31,50,29,0.0209424083769633,0.403141361256544,1.383,382,"Yes","No",1,59.9457810332199,"No","Yes",0.139,0.136,0.003
"P21333",0.60323,0.75384,0.75384,1.07355,1,1,3,15,59,27,0.222516055912354,0.901397808840196,1.05,2647,"Yes","No",261,55.8416071124277,"Yes","No",0.942,0.945,-0.003
"P21359",0.40588,0.68546,0.68546,1.08919,0,3,3,2,57,35,0,0.936949630151462,0.678,1239,"Yes","No",262,65.7559554843228,"Yes","No",0.917,0.882,0.035
"P21397",0.93982,1.82461,1.82461,2.61613,3,3,10,63,146,99,0.57685009487666,0.588235294117647,2.185,527,"Yes","No",10,46.3070996325655,"Yes","No",0.903,0.425,0.478
"P21399",1.34548,1.15427,1.34548,2.1535,5,3,16,73,182,111,0.750281214848144,0.653543307086614,1.82,889,"Yes","No",2,37.7740791890371,"No","No",0.205,0.471,-0.266
"P21439",0.74865,0.89443,0.89443,0.9155,1,1,5,14,98,19,0.828149300155521,0.639968895800933,1.314,1286,"Yes","No",42,53.3119933900762,"Yes","No",0.955,0.938,0.017
"P21549",0.72372,1.4239,1.4239,1.54098,1,2,4,61,100,42,0.25765306122449,0.316326530612245,1.898,392,"Yes","No",138,47.4287545467551,"Yes","No",0.985,0.978,0.00700000000000001
"P21579",0.74336,0.09277,0.74336,0.83061,1,0,2,1,50,29,0.73696682464455,0,0.894,422,"Yes","No",16,81.4391123904976,"Yes","No",0.931,0.889,0.042
"P21580",0.70146,0.75399,0.75399,0.92076,7,1,4,18,98,83,0.262025316455696,0.587341772151899,1.223,790,"Yes","No",34,81.1420320815823,"Yes","No",0.962,0.93,0.0319999999999999
"P21589",1.72879,0.89342,1.72879,2.16196,4,1,11,60,117,53,0.63588850174216,0.515679442508711,1.74,574,"Yes","No",9,48.414271077446,"Yes","No",0.865,0.384,0.481
"P21695",0.61145,0.09903,0.61145,0.71048,1,0,1,33,55,22,0.587392550143267,0,1.208,349,"Yes","No",13,42.3235815907794,"Yes","No",0.938,0.826,0.112
"P21709",0.82314,0.70058,0.82314,0.90799,1,1,4,20,60,26,0.492827868852459,0.804303278688525,1.33,976,"Yes","No",13,61.6686775182951,"Yes","No",0.868,0.665,0.203
"P21754",0.15211,0.65519,0.65519,0.8073,0,1,0,1,60,29,0,0.379716981132075,1.22,424,"Yes","Yes",14,81.4312829852594,"Yes","No",0.922,0.642,0.28
"P21757",0.80071,0.83606,0.83606,1.63677,1,1,2,57,40,29,0.829268292682927,0.0177383592017738,1.451,451,"Yes","No",15,99.4172233608426,"Yes","No",0.897,0.935,-0.038
"P21781",0.76168,0.22287,0.76168,0.98263,1,0,2,12,30,22,0.618556701030928,0,0.99,194,"Yes","No",0,76.9703825292268,"Yes","No",0.735,0.181,0.554
"P21802",0.1452,0.71237,0.71237,0.85757,0,1,2,20,38,26,0,0.853836784409257,1.103,821,"Yes","No",94,76.2308708853301,"Yes","No",0.985,0.982,0.003
"P21817",0.90703,0.92271,0.92271,1.10174,1,1,4,35,88,25,0.229654624851131,0.960301707026598,1.89,1400,"Yes","No",60,62.9434634979086,"Yes","No",0.977,0.936,0.0409999999999999
"P21854",0.03536,0.66228,0.66228,0.69764,0,1,1,12,22,25,0,0.0278551532033426,1.084,359,"Yes","No",3,96.4491887411699,"No","No",0.143,0.171,-0.028
"P21860",0.61631,0.60718,0.61631,0.62906,1,1,3,6,48,24,0.346497764530551,0.415797317436662,0.962,1342,"Yes","No",18,75.0279291666781,"Yes","No",0.878,0.768,0.11
"P21912",0.6979,0.07511,0.6979,0.72815,1,0,2,2,47,27,0.367857142857143,0,0.85,280,"Yes","No",78,65.5117126122143,"Yes","No",0.972,0.984,-0.012
"P21941",0.81322,0.13348,0.81322,0.9467,1,0,3,23,47,29,0.641129032258065,0,1.127,496,"Yes","No",3,58.1332165739234,"No","No",0.097,0.185,-0.088
"P21953",0.84637,0.82618,0.84637,0.97959,1,1,7,29,75,34,0.698979591836735,0.395408163265306,1.3,392,"Yes","No",63,54.9669636044082,"Yes","No",0.983,0.884,0.099
