"gene","Delta_2RF","euclidean_dist","Gn","Gc","Gmax","Gsum","N_term_thread","C_term_thread","ENT.ID","num_zipper_nc","num_loop_contacting_res","num_cross_nearest_neighbors","min_N_prot_depth_left","min_C_prot_depth_right","Travatos_G","Length","Entanglement","Cov_Entanglement","Total_Mutations_n","mean_SASA","disease","Essential","gene_ctrl","Gn_ctrl","Gc_ctrl","Gmax_ctrl","Gsum_ctrl","N_term_thread_ctrl","C_term_thread_ctrl","ENT.ID_ctrl","num_zipper_nc_ctrl","num_loop_contacting_res_ctrl","num_cross_nearest_neighbors_ctrl","min_N_prot_depth_left_ctrl","min_C_prot_depth_right_ctrl","Travatos_G_ctrl","Length_ctrl","Entanglement_ctrl","Cov_Entanglement_ctrl","Total_Mutations_n_ctrl","mean_SASA_ctrl","disease_ctrl","Essential_ctrl"
"P09972",0.663,0.560041021298925,0.65684,0.78191,0.78191,0.7992,1,1,2,51,60,28,0.0796703296703296,0.491758241758242,1.335,364,"Yes","No",1,42.4687954437253,"Yes","No","Q8TCD6",0,0,0,0,0,0,0,0,0,0,0,0,0,241,"No","No",1,49.8962845992116,"No","No"
"P13284",0.663,0.0310229551979362,0.8967,0.07537,0.8967,0.97207,1,0,1,29,27,29,0.268,0,1.04,250,"Yes","No",3,74.33664372684,"Yes","No","P09326",0,0,0,0,0,0,0,0,0,0,0,0,0,243,"No","No",3,74.74105518107,"No","No"
"P68371",0.663,0.715761158570544,0.05058,0.64038,0.64038,0.69096,0,1,1,20,62,20,0,0.1685393,1.269,445,"Yes","No",4,43.4449170777213,"Yes","No","Q9NXR7",0,0,0,0,0,0,0,0,0,0,0,0,0,383,"No","No",0,54.7329489391645,"No","No"
"Q96RQ9",0.663,0.0635534663186275,1.09356,1.74622,1.74622,2.46802,3,4,8,70,130,98,0.6208113,0.5414462,2.026,567,"Yes","No",1,57.3179699190829,"Yes","No","Q8N584",0,0,0,0,0,0,0,0,0,0,0,0,0,583,"No","No",0,57.2553566941784,"No","No"
"O94804",0.663,0.372439305702293,0.12708,0.79827,0.79827,0.92535,0,1,1,11,36,27,0,0.887396694214876,1.127,968,"Yes","No",4,84.129800400812,"Yes","No","Q8IVF7",0,0,0,0,0,0,0,0,0,0,0,0,0,1028,"No","No",0,79.4234848305681,"No","No"
"P15531",0.662,0.050069994789915,0.95521,0.77549,0.95521,1.33498,1,1,2,33,47,25,0.0657894736842105,0.486842105263158,1.545,152,"Yes","No",1,58.0733176592105,"Yes","No","Q86WC6",0,0,0,0,0,0,0,0,0,0,0,0,0,154,"No","No",2,58.4349106842857,"No","No"
"O75629",0.662,0.0196623052593926,0.00993,0.62532,0.62532,0.63525,0,1,1,32,51,25,0,0.136363636363636,1.136,220,"Yes","No",0,64.8296763711636,"Yes","No","Q92520",0,0,0,0,0,0,0,0,0,0,0,0,0,227,"No","No",0,64.85120557163,"No","No"
"O00308",0.661,0.114980471232368,0.74893,0.87886,0.87886,0.90809,1,1,5,8,85,23,0.720689655172414,0.914942528735632,0.915,870,"Yes","No",1,70.6621394896966,"Yes","No","Q6NUP7",0,0,0,0,0,0,0,0,0,0,0,0,0,873,"No","No",1,72.5919928485796,"No","No"
"P25685",0.661,0.108892165844228,0.76682,0.77107,0.77107,0.86368,1,1,3,2,32,25,0.552941176470588,0.314705882352941,1.071,340,"Yes","No",0,76.7284726041471,"Yes","No","Q96EQ0",0,0,0,0,0,0,0,0,0,0,0,0,0,304,"No","No",0,76.0396138428289,"No","No"
"P38405",0.661,0.281180723601182,0.64818,0.78121,0.78121,0.8065,1,1,2,13,44,26,0.1181102,0.5091864,1.238,381,"Yes","No",8,56.8711143178373,"Yes","No","O95521",0,0,0,0,0,0,0,0,0,0,0,0,0,474,"No","No",9,58.4763094655823,"No","No"
"Q93096",0.661,0.0392924286152025,0.11446,0.66179,0.66179,0.77625,0,1,1,6,34,24,0,0.416185,0.998,173,"Yes","No",0,61.6232634248902,"Yes","No","P62253",0,0,0,0,0,0,0,0,0,0,0,0,0,170,"No","No",0,60.9773213708,"No","No"
"Q96EY9",0.66,0.0996871573428364,0.70474,0.72609,0.72609,1.26549,1,1,2,36,29,21,0.1253561,0.04273504,1.797,351,"Yes","No",0,60.5809305597436,"Yes","No","Q8WWX0",0,0,0,0,0,0,0,0,0,0,0,0,0,329,"No","No",1,61.661289798845,"No","No"
"Q9NRA1",0.659,0.0448274478286847,0.71046,0.92438,0.92438,1.09039,1,1,3,20,51,28,0.315942,0.5478261,1.14,345,"Yes","No",2,80.7791682833913,"Yes","No","Q9GZV1",0,0,0,0,0,0,0,0,0,0,0,0,0,360,"No","No",2,81.0408520258055,"No","No"
"Q9Y466",0.659,0.0982500790421885,0.09047,0.73096,0.73096,0.82143,0,1,1,5,25,11,0,0.8155844,0.913,385,"Yes","No",0,74.1045318954545,"Yes","No","Q86UN3",0,0,0,0,0,0,0,0,0,0,0,0,0,420,"No","No",0,74.0141613334476,"No","No"
"P63151",0.659,0.0859182225578057,1.64555,0.86366,1.64555,1.64555,3,1,3,19,48,37,0.07606264,0.06040268,1.694,447,"Yes","No",0,55.6930354762953,"Yes","No","Q9NWX5",0,0,0,0,0,0,0,0,0,0,0,0,0,421,"No","No",1,55.8200931226746,"No","No"
"Q9NS23",0.659,0.0898542289778308,0.75341,0.08949,0.75341,0.82719,1,0,2,1,41,25,0.7209302,0,0.994,344,"Yes","No",1,78.0705765687791,"Yes","No","Q8NAA5",0,0,0,0,0,0,0,0,0,0,0,0,0,344,"No","No",3,78.1420957272267,"No","No"
"P11309",0.658,0.0586736750636023,0.06985,0.72251,0.72251,0.79236,0,1,1,11,39,26,0,0.619808306709265,1.105,313,"Yes","No",1,57.7173028376038,"Yes","No","P42126",0,0,0,0,0,0,0,0,0,0,0,0,0,302,"No","No",2,58.0852558138675,"No","No"
"Q9NQ89",0.658,0.148981585089106,0.78622,0.80695,0.80695,1.00785,1,1,4,25,97,26,0.5978261,0.2228261,1.251,552,"Yes","No",2,68.9919935851449,"Yes","No","Q96JB5",0,0,0,0,0,0,0,0,0,0,0,0,0,506,"No","No",1,67.9882624350791,"No","No"
"Q6UXS9",0.658,0.27344499362208,0.6568,0.07774,0.6568,0.73454,1,0,1,39,31,24,0.2903226,0,1.093,341,"Yes","No",0,69.9773322743109,"Yes","NT","P23610",0,0,0,0,0,0,0,0,0,0,0,0,0,371,"No","No",1,65.6640722025337,"No","NT"
"Q8IUF8",0.657,0.109083270800697,1.8951,1.82128,1.8951,1.92078,2,2,6,56,78,37,0.7827957,0.4946237,2.308,465,"Yes","No",6,59.6050018823011,"Yes","No","Q5MNV8",0,0,0,0,0,0,0,0,0,0,0,0,0,452,"No","No",6,61.3353406516283,"No","No"
"O43866",0.655,0.165841118325531,0.71117,1.26062,1.26062,1.95052,1,1,6,54,44,32,0.769452449567723,0.657060518731988,1.554,347,"Yes","No",3,57.6808046195158,"Yes","No","Q86YB7",0,0,0,0,0,0,0,0,0,0,0,0,0,292,"No","No",2,56.9821660135616,"No","No"
"P24593",0.655,0.0277763901905281,0.65046,0.03865,0.65046,0.68911,1,0,1,1,27,13,0.297794117647059,0,0.868,272,"Yes","No",0,94.9473410984559,"Yes","No","Q9BTT0",0,0,0,0,0,0,0,0,0,0,0,0,0,268,"No","No",0,94.5196584377985,"No","No"
"P39905",0.655,0.0847143738693915,0.08697,0.63255,0.63255,0.71952,0,1,1,11,23,15,0,0.03317536,0.957,211,"Yes","No",4,107.533732117062,"Yes","No","Q9BRQ6",0,0,0,0,0,0,0,0,0,0,0,0,0,235,"No","No",5,107.95856192766,"No","No"
"Q99836",0.655,0.162124441893116,0.86032,0.15036,0.86032,1.01068,1,0,1,33,38,26,0.5506757,0,1.142,296,"Yes","No",6,67.8171482146622,"Yes","No","Q5VY80",0,0,0,0,0,0,0,0,0,0,0,0,0,246,"No","No",7,68.9621671187805,"No","No"
"O43240",0.654,0.108577342756149,0.66549,0.80215,0.80215,0.91409,1,1,5,14,88,31,0.22463768115942,0.492753623188406,1.176,276,"Yes","No",3,60.6250454498043,"Yes","No","P54107",0,0,0,0,0,0,0,0,0,0,0,0,0,249,"No","Yes",2,59.5543424644578,"No","No"
"Q155Q3",0.654,0.199054732060893,0.75967,0.10447,0.75967,0.86414,1,0,1,3,18,20,0.9443631,0,0.99,683,"Yes","No",1,97.3474286097247,"Yes","No","Q567U6",0,0,0,0,0,0,0,0,0,0,0,0,0,631,"No","No",4,97.6153087337876,"No","No"
"Q96Q07",0.654,0.228996609649739,1.08587,1.02855,1.08587,2.11442,1,1,6,34,105,53,0.8120915,0.372549,1.328,612,"Yes","No",0,60.1968843277451,"Yes","No","Q9H9A6",0,0,0,0,0,0,0,0,0,0,0,0,0,602,"No","No",4,57.8509748801495,"No","No"
"O00194",0.653,0.0402986526901879,0.6057,0.05579,0.6057,0.66149,1,0,1,26,43,26,0.055045871559633,0,1.24,218,"Yes","No",1,65.6354424896789,"Yes","No","Q8WUY1",0,0,0,0,0,0,0,0,0,0,0,0,0,208,"No","No",1,65.1481699187019,"No","No"
"P31937",0.653,0.134855508763678,0.62573,0.11845,0.62573,0.74418,1,0,1,26,25,24,0.1220238,0,1.115,336,"Yes","No",2,58.8974370283333,"Yes","No","A6NM36",0,0,0,0,0,0,0,0,0,0,0,0,0,301,"No","No",0,58.5188563684053,"No","No"
"P61604",0.653,0.0757247380226478,0,0.68414,0.68414,0.68414,0,1,1,1,17,24,0,0.127451,0.989,102,"Yes","No",0,75.4969500179412,"Yes","Yes","P62987",0,0,0,0,0,0,0,0,0,0,0,0,0,128,"No","No",0,75.1507313117187,"No","Yes"
"P10145",0.652,0.0897222025557717,0.03378,0.68895,0.68895,0.72273,0,1,1,6,19,13,0,0.222222222222222,0.901,99,"Yes","No",0,88.5998208470707,"Yes","No","Q8N3H0",0,0,0,0,0,0,0,0,0,0,0,0,0,131,"No","No",0,88.5622182587786,"No","No"
"Q07343",0.652,0.0949029675756671,0.60141,0.72676,0.72676,0.84621,1,1,2,8,84,22,0.6154891,0.2472826,0.85,736,"Yes","No",2,86.1670887344022,"Yes","No","Q9Y3M9",0,0,0,0,0,0,0,0,0,0,0,0,0,751,"No","No",2,87.5989458446072,"No","No"
"O15144",0.651,0.0742294690461521,0.12247,0.72634,0.72634,0.84881,0,1,2,11,36,26,0,0.686666666666667,0.953,300,"Yes","No",0,60.46115541592,"Yes","No","Q15006",0,0,0,0,0,0,0,0,0,0,0,0,0,297,"No","No",0,59.2199705952391,"No","No"
"P22748",0.651,0.297466990947778,1.90818,1.6753,1.90818,2.12808,4,6,6,20,78,63,0.375,0.0961538461538461,2.336,312,"Yes","Yes",10,61.6349022375641,"Yes","No","O75521",0,0,0,0,0,0,0,0,0,0,0,0,0,394,"No","No",7,63.8633619061421,"No","No"
"Q96C86",0.651,0.0960175173050391,0.68427,0.75162,0.75162,0.95299,1,1,3,1,57,29,0.7893175,0.1721068,1.081,337,"Yes","No",7,69.5443959572997,"Yes","No","Q9BYS8",0,0,0,0,0,0,0,0,0,0,0,0,0,371,"No","No",7,69.7415361545175,"No","No"
"Q9H0S4",0.651,0.0705135655965482,1.08401,1.12993,1.12993,2.08495,3,3,3,41,108,68,0.5296703,0.2,1.418,455,"Yes","No",0,59.8266754763736,"Yes","Yes","Q13685",0,0,0,0,0,0,0,0,0,0,0,0,0,434,"No","No",0,59.1732679807604,"No","Yes"
"Q9P258",0.651,0.165209288948775,0.93781,0.70811,0.93781,1.17082,3,1,4,43,62,51,0.2969349,0.2835249,1.295,522,"Yes","No",0,57.5816033643525,"Yes","No","Q7Z6M2",0,0,0,0,0,0,0,0,0,0,0,0,0,555,"No","No",3,57.9982685187604,"No","No"
"P55055",0.65,0.107308382446116,0.07125,0.70927,0.70927,0.78052,0,1,1,5,26,12,0,0.6913043,0.915,460,"Yes","No",0,75.847778990013,"Yes","No","Q8NA42",0,0,0,0,0,0,0,0,0,0,0,0,0,475,"No","No",2,75.1555978256,"No","No"
"Q9NRN9",0.65,0.087548279042375,0.69853,0.60463,0.69853,0.87623,1,1,2,4,44,27,0.2631579,0.02870813,1.117,209,"Yes","No",1,53.4596803317512,"Yes","No","Q96DC9",0,0,0,0,0,0,0,0,0,0,0,0,0,234,"No","No",2,53.9176222865385,"No","No"
"Q96AQ7",0.65,0.065956080762706,0.63807,0.61496,0.63807,1.17797,1,1,2,3,26,26,0.1932773,0.5504202,0.975,238,"Yes","No",5,96.0256286601681,"Yes","No","Q9Y676",0,0,0,0,0,0,0,0,0,0,0,0,0,258,"No","No",5,96.6104528637984,"No","No"
"Q06278",0.649,0.329544532956152,1.13201,1.11541,1.13201,2.10665,5,5,20,130,221,78,0.8893871,0.7869955,1.448,1338,"Yes","No",9,39.7259433906667,"Yes","No","O15067",0,0,0,0,0,0,0,0,0,0,0,0,0,1338,"No","No",14,35.6641514805561,"No","No"
"Q07960",0.649,0.0777247157257407,0.08316,0.60422,0.60422,0.68738,0,1,1,30,46,26,0,0.284738,1.167,439,"Yes","No",2,59.4516072144328,"Yes","No","A6NGH8",0,0,0,0,0,0,0,0,0,0,0,0,0,418,"No","No",2,58.597383306244,"No","No"
"Q13619",0.649,0.175887073559901,0.09357,0.77926,0.77926,0.87283,0,1,1,20,35,15,0,0.2503294,0.953,759,"Yes","No",4,61.7024162632569,"Yes","No","O75843",0,0,0,0,0,0,0,0,0,0,0,0,0,785,"No","No",6,59.4716976033885,"No","No"
"Q8NDZ4",0.649,0.240632405440538,0.64711,0.87194,0.87194,1.29238,1,1,5,6,106,28,0.6604651,0.5209302,1.124,430,"Yes","No",0,54.2492440309442,"Yes","No","Q6ZVZ8",0,0,0,0,0,0,0,0,0,0,0,0,0,466,"No","No",3,57.1444874337468,"No","No"
"P49247",0.648,0.175873872916032,1.01343,0.91366,1.01343,1.72111,1,1,3,24,66,38,0.6945338,0.170418,1.398,311,"Yes","No",6,67.7849901616399,"Yes","No","P31997",0,0,0,0,0,0,0,0,0,0,0,0,0,349,"No","No",4,69.5921627629398,"No","No"
"P09919",0.647,0.079451393928046,0.97014,0.94272,0.97014,1.06673,1,1,2,38,49,20,0.570048309178744,0.115942028985507,1.289,207,"Yes","No",2,63.2211368731401,"Yes","No","Q6P589",0,0,0,0,0,0,0,0,0,0,0,0,0,184,"No","No",1,63.4220274997826,"No","No"
"P40121",0.647,0.320235277447491,0.89836,0.18042,0.89836,0.90812,1,0,3,8,40,24,0.7241379,0,1.066,348,"Yes","No",5,52.3900964834655,"Yes","No","O60921",0,0,0,0,0,0,0,0,0,0,0,0,0,280,"No","No",0,54.5104347124,"No","No"
"P82663",0.647,0.0228998547021066,0.8068,0.12025,0.8068,0.92705,1,0,1,19,33,18,0.1907514,0,1.055,173,"Yes","No",1,77.6758452098266,"Yes","No","P57771",0,0,0,0,0,0,0,0,0,0,0,0,0,180,"No","No",1,77.8745683825,"No","No"
"Q9H4E5",0.647,0.0112205665672367,0.67677,0.07916,0.67677,0.75593,1,0,1,23,37,20,0.1168224,0,1.22,214,"Yes","No",1,66.8234239223271,"Yes","No","Q9C0K3",0,0,0,0,0,0,0,0,0,0,0,0,0,210,"No","No",1,66.8159596382667,"No","No"
"Q13568",0.646,0.0571881889859711,0.94541,0.78888,0.94541,1.00941,1,1,4,9,44,23,0.6927711,0.7630522,1.141,498,"Yes","No",1,84.6277057760442,"Yes","No","P17019",0,0,0,0,0,0,0,0,0,0,0,0,0,499,"No","No",2,85.2224005244289,"No","No"
"P16050",0.645,0.86913629358879,0.92428,0.96391,0.96391,1.56054,1,3,4,53,145,61,0.545317220543807,0.196374622356495,2.257,662,"Yes","No",9,41.5032570139789,"Yes","No","Q92973",0,0,0,0,0,0,0,0,0,0,0,0,0,898,"No","No",1,48.8182587962584,"No","No"
"Q96L21",0.645,0.0322209137537872,0.7141,0.7214,0.7214,0.8153,1,1,2,61,40,22,0.2242991,0.411215,1.893,214,"Yes","No",2,65.9121453688318,"Yes","No","Q96BQ1",0,0,0,0,0,0,0,0,0,0,0,0,0,224,"No","No",2,66.1795847542857,"No","No"
"P57772",0.644,0.147249216484886,1.91129,0.97516,1.91129,2.73598,2,1,7,28,89,36,0.5318792,0.5151007,2.459,596,"Yes","No",5,57.9411790587181,"Yes","No","P22792",0,0,0,0,0,0,0,0,0,0,0,0,0,545,"No","No",5,57.3467679196147,"No","No"
"Q9Y2T4",0.644,0.0785267174980381,0.90933,0.83232,0.90933,1.74165,3,1,4,8,45,36,0.8389262,0.06711409,1.013,447,"Yes","No",0,60.5240133106622,"Yes","No","Q5SWL7",0,0,0,0,0,0,0,0,0,0,0,0,0,426,"No","No",0,61.3987649035962,"No","No"
"Q9Y2X7",0.644,0.139811267388094,0.85485,0.9252,0.9252,1.01344,7,1,3,46,56,49,0.1708279,0.5466491,1.466,761,"Yes","No",1,84.3795095168463,"Yes","No","Q0JRZ9",0,0,0,0,0,0,0,0,0,0,0,0,0,810,"No","No",1,83.9394722061728,"No","No"
"P61587",0.644,0.0485980524941622,0.71959,0.22093,0.71959,0.94052,1,0,1,29,50,23,0.1106557,0,1.212,244,"Yes","No",1,76.464211786418,"Yes","No","Q8N3J9",0,0,0,0,0,0,0,0,0,0,0,0,0,261,"No","No",1,76.6249598132567,"No","No"
"Q8ND76",0.644,0.0668241398474279,0.63113,1.09371,1.09371,1.22401,1,1,3,39,62,23,0.3548387,0.3782991,1.753,341,"Yes","No",0,78.912052367261,"Yes","No","P53365",0,0,0,0,0,0,0,0,0,0,0,0,0,341,"No","No",0,80.0366524546628,"No","No"
"P04040",0.642,0.116179401636739,0.88008,0.37393,0.88008,1.10505,7,0,5,41,95,76,0.280834914611006,0,1.261,527,"Yes","No",8,57.5410302811006,"Yes","No","A8MYJ7",0,0,0,0,0,0,0,0,0,0,0,0,0,566,"No","No",8,56.8789154957456,"No","No"
"Q86WU2",0.642,0.294847757592455,1.60796,1.00858,1.60796,2.29334,2,1,9,72,85,68,0.7672584,0.7790927,1.67,507,"Yes","No",7,50.5918593081183,"Yes","No","A9QM74",0,0,0,0,0,0,0,0,0,0,0,0,0,516,"No","No",9,55.2993314389574,"No","No"
"P04118",0.641,0.033454885258498,0.90113,0.21897,0.90113,1.1201,1,0,1,7,23,14,0.598214285714286,0,0.958,112,"Yes","No",1,75.2402661366071,"Yes","No","Q9NZD4",0,0,0,0,0,0,0,0,0,0,0,0,0,102,"No","No",1,75.5476370068627,"No","No"
"P08579",0.641,0.0460373291736057,0.88348,0.02507,0.88348,0.88348,1,0,2,10,33,24,0.68,0,1.085,225,"Yes","No",0,71.5429176967556,"Yes","No","Q9NZI2",0,0,0,0,0,0,0,0,0,0,0,0,0,227,"No","No",1,71.398069828793,"No","No"
"Q6YP21",0.641,0.451159718698517,1.56428,1.65889,1.65889,1.75635,1,2,5,114,101,54,0.3348018,0.3061674,1.939,454,"Yes","No",1,50.7159804960176,"Yes","No","A6NK59",0,0,0,0,0,0,0,0,0,0,0,0,0,587,"No","No",0,54.9252140716627,"No","No"
"Q9NTJ4",0.641,0.525176135938221,1.81271,1.6186,1.81271,2.69079,3,5,18,210,191,80,0.9596154,0.8605769,2.063,1040,"Yes","No",7,38.1354915246173,"Yes","No","Q8TEX9",0,0,0,0,0,0,0,0,0,0,0,0,0,1081,"No","No",6,46.726476567136,"No","No"
"Q9UQB9",0.641,0.130772659287157,0.14314,0.73345,0.73345,0.87659,0,1,1,7,43,28,0,0.6148867,1.072,309,"Yes","No",3,61.8620418662783,"Yes","No","Q96DD0",0,0,0,0,0,0,0,0,0,0,0,0,0,335,"No","No",1,62.8905217558985,"No","No"
"O00141",0.64,0.117738320378876,0.9859,0.85911,0.9859,1.02543,3,1,2,27,56,34,0.236658932714617,0.593967517401392,1.504,431,"Yes","No",2,61.0334819347007,"Yes","No","Q8NEK8",0,0,0,0,0,0,0,0,0,0,0,0,0,389,"No","No",2,61.0645251887352,"No","No"
"O00764",0.64,0.294150762962355,0.61895,0.02092,0.61895,0.63987,1,0,1,31,40,20,0.0384615384615384,0,1.17,312,"Yes","No",5,48.7410591625962,"Yes","No","Q8N9N7",0,0,0,0,0,0,0,0,0,0,0,0,0,239,"No","No",1,50.6176797349456,"No","No"
"Q7Z4M0",0.64,0.129849138835325,0.70542,0.63212,0.70542,1.33754,1,1,3,3,48,28,0.3383459,0.5601504,0.967,266,"Yes","No",8,86.840752181391,"Yes","No","P51504",0,0,0,0,0,0,0,0,0,0,0,0,0,273,"No","No",8,84.6805799673993,"No","No"
"Q16878",0.64,0.0591581282406154,1.94195,1.09476,1.94195,2.11707,2,1,2,28,58,29,0.425,0.305,2.185,200,"Yes","No",0,54.25913284476,"Yes","No","Q8N4P3",0,0,0,0,0,0,0,0,0,0,0,0,0,179,"No","No",0,54.3586344952514,"No","No"
"P16278",0.639,0.637321966483324,2.52214,1.89842,2.52214,3.54881,3,7,11,50,147,101,0.852289512555391,0.734121122599705,3.107,677,"Yes","No",0,47.9301806759793,"Yes","No","Q86TV6",0,0,0,0,0,0,0,0,0,0,0,0,0,843,"No","No",1,55.2207807960878,"No","No"
"Q13588",0.638,0.0719723623829534,0.72649,0.72775,0.72775,0.99394,1,1,3,2,44,23,0.7511521,0.7834101,0.84,217,"Yes","No",1,62.8537900247465,"Yes","No","A8MZ26",0,0,0,0,0,0,0,0,0,0,0,0,0,197,"No","No",0,62.9353388667513,"No","No"
"P20155",0.638,0.0730802931318224,0.69775,0,0.69775,0.69775,1,0,1,2,20,16,0.607142857142857,0,0.99,84,"Yes","No",0,83.6201619166667,"Yes","No","O75711",0,0,0,0,0,0,0,0,0,0,0,0,0,98,"No","No",1,82.9087563453061,"No","No"
"P08582",0.637,0.456066815730807,1.50945,0.87745,1.50945,1.65419,3,1,7,36,91,50,0.617886178861789,0.62059620596206,2.358,738,"Yes","Yes",3,49.7469362586802,"Yes","No","Q9NSG2",0,0,0,0,0,0,0,0,0,0,0,0,0,853,"No","No",5,54.9623386823236,"No","No"
"Q13367",0.637,0.693251590335371,1.37119,0.64704,1.37119,1.47838,5,3,5,5,80,57,0.2319778,0.1312384,1.375,1082,"Yes","No",6,70.2643190802736,"Yes","No","Q9NR99",0,0,0,0,0,0,0,0,0,0,0,0,0,1228,"No","No",15,76.7822527850163,"No","No"
"Q13418",0.636,0.387428058677808,0.05066,0.63674,0.63674,0.6874,0,1,1,8,44,30,0,0.4070796,1.018,452,"Yes","No",5,51.1267048300265,"Yes","No","O60813",0,0,0,0,0,0,0,0,0,0,0,0,0,478,"No","No",10,56.2985502875732,"No","No"
"Q9NQ30",0.636,0.0351832422782551,0.18298,0.68477,0.68477,0.86775,0,1,1,5,28,13,0,0.5923913,0.919,184,"Yes","No",1,97.9394748605761,"Yes","No","Q9Y543",0,0,0,0,0,0,0,0,0,0,0,0,0,173,"No","No",1,98.2246901936416,"No","No"
"P05121",0.636,0.525770494495753,0.89,1.97052,1.97052,2.12178,5,2,8,23,103,43,0.497512437810945,0.141791044776119,2.139,402,"Yes","No",5,49.8759777840199,"Yes","No","O75832",0,0,0,0,0,0,0,0,0,0,0,0,0,226,"No","No",1,49.3858985543363,"No","No"
"O15527",0.635,0.250126017876298,0.13638,0.87779,0.87779,1.01417,0,1,3,14,80,27,0,0.785507246376812,1.026,345,"Yes","No",4,54.2356449485507,"Yes","No","Q8WXJ9",0,0,0,0,0,0,0,0,0,0,0,0,0,295,"No","No",1,56.8857220149831,"No","No"
"P35241",0.635,0.226548093498785,0.78838,0.04612,0.78838,0.78838,7,0,4,6,90,77,0.1595197,0,1.226,583,"Yes","No",3,68.2479420935266,"Yes","No","Q15397",0,0,0,0,0,0,0,0,0,0,0,0,0,648,"No","No",6,68.2108943064136,"No","No"
"P80098",0.635,0.0941841954378507,0.14642,0.62069,0.62069,0.76711,0,1,1,6,23,15,0,0.2424242,0.948,99,"Yes","No",0,87.698155659596,"Yes","No","Q7Z5A7",0,0,0,0,0,0,0,0,0,0,0,0,0,132,"No","No",0,87.3995100757576,"No","No"
"Q9H1D9",0.635,0.188786085134998,0.08613,0.72106,0.72106,0.80719,0,1,1,3,25,19,0,0.1487342,0.979,316,"Yes","No",1,74.4414608190506,"Yes","Yes","Q9Y2Z0",0,0,0,0,0,0,0,0,0,0,0,0,0,365,"No","No",1,76.6212656918356,"No","Yes"
"Q16877",0.634,0.453976559492254,0.7281,0.71751,0.7281,1.35737,1,1,7,44,88,56,0.6396588,0.7249467,1.314,469,"Yes","No",0,51.6267969757271,"Yes","No","Q7L273",0,0,0,0,0,0,0,0,0,0,0,0,0,389,"No","No",0,58.2698317024627,"No","No"
"Q9NZF1",0.634,0.0447719373971808,0.01407,0.66149,0.66149,0.67556,0,1,1,8,28,20,0,0.1304348,0.841,115,"Yes","No",1,66.0436173244348,"Yes","No","Q86WV5",0,0,0,0,0,0,0,0,0,0,0,0,0,123,"No","No",1,66.6957824906992,"No","No"
"Q92556",0.634,0.196112771740874,0.65785,0.81583,0.81583,0.90179,1,1,2,11,29,24,0.07015131,0.8968363,1,727,"Yes","No",0,59.2063478329243,"Yes","No","Q86VW0",0,0,0,0,0,0,0,0,0,0,0,0,0,696,"No","No",0,62.1651432261293,"No","No"
"Q14116",0.632,0.0218886461852022,0.88957,0.21497,0.88957,1.10454,1,0,3,13,51,23,0.8341969,0,1.115,193,"Yes","No",1,68.0969673546425,"Yes","No","Q92572",0,0,0,0,0,0,0,0,0,0,0,0,0,193,"No","No",1,68.4653368311399,"No","No"
"Q16526",0.632,0.301326152442798,0.8602,0.12477,0.8602,0.98497,3,0,1,11,75,53,0.01194539,0,1.607,586,"Yes","No",0,60.6244391008874,"Yes","No","Q15172",0,0,0,0,0,0,0,0,0,0,0,0,0,486,"No","No",0,62.485742121214,"No","No"
"P00326",0.632,0.664601871850993,1.0475,0.81148,1.0475,1.85898,3,1,5,23,97,43,0.522666666666667,0.621333333333333,1.277,375,"Yes","No",6,41.6854169732427,"Yes","No","P30043",0,0,0,0,0,0,0,0,0,0,0,0,0,206,"No","No",5,49.4941071844272,"No","No"
"P12882",0.631,1.86097300623732,0.92821,0.79981,0.92821,1.1675,1,1,9,26,113,27,0.562145435791645,0.92057761732852,1.261,1939,"Yes","No",6,78.5436215025302,"Yes","No","O43345",0,0,0,0,0,0,0,0,0,0,0,0,0,1280,"No","No",7,82.2790781542734,"No","No"
"P43250",0.63,0.416255516390602,0.91932,1.38117,1.38117,2.27208,1,1,3,38,102,26,0.3802083,0.5451389,1.491,576,"Yes","No",2,55.9234898090104,"Yes","No","Q8N4P2",0,0,0,0,0,0,0,0,0,0,0,0,0,665,"No","No",9,57.7940758997744,"No","No"
"P30041",0.63,0.0961090560834668,0.7703,1.01807,1.01807,1.15117,1,1,2,24,54,30,0.169642857142857,0.544642857142857,1.312,224,"Yes","No",0,53.1457461069643,"Yes","No","Q96LD8",0,0,0,0,0,0,0,0,0,0,0,0,0,212,"No","No",0,51.6305891743868,"No","No"
"Q969D9",0.63,0.0517967389889846,0.66795,0.04346,0.66795,0.71141,1,0,0,3,33,11,0.5660377,0,1.285,159,"Yes","Yes",0,72.7264786612579,"Yes","No","O60493",0,0,0,0,0,0,0,0,0,0,0,0,0,162,"No","No",0,73.5866152130247,"No","No"
"P09544",0.63,0.0533905782832291,0.03956,0.68972,0.68972,0.72928,0,1,1,11,56,21,0,0.252777777777778,1.003,360,"Yes","No",1,64.4357161053111,"Yes","No","Q9BTX7",0,0,0,0,0,0,0,0,0,0,0,0,0,342,"No","No",1,64.1417867056023,"No","No"
"O15217",0.629,0.0997699571841348,0.60288,0.08709,0.60288,0.68997,1,0,1,6,37,25,0.0315315315315315,0,1.073,222,"Yes","No",0,54.8694566339189,"Yes","No","Q5VYY1",0,0,0,0,0,0,0,0,0,0,0,0,0,191,"No","No",1,55.2018049018639,"No","No"
